"TIME","GEO","UNIT","INDIC_NA","Value","Flag and Footnotes"
"2003","Norway","Euro per inhabitant","Gross domestic product at market prices","43 600",""
"2004","Norway","Euro per inhabitant","Gross domestic product at market prices","45 600",""
"2005","Norway","Euro per inhabitant","Gross domestic product at market prices","52 900",""
"2006","Norway","Euro per inhabitant","Gross domestic product at market prices","58 100",""
"2007","Norway","Euro per inhabitant","Gross domestic product at market prices","61 100",""
"2008","Norway","Euro per inhabitant","Gross domestic product at market prices","65 300",""
"2009","Norway","Euro per inhabitant","Gross domestic product at market prices","56 500",""
"2010","Norway","Euro per inhabitant","Gross domestic product at market prices","65 000",""
"2011","Norway","Euro per inhabitant","Gross domestic product at market prices","71 200",""
"2012","Norway","Euro per inhabitant","Gross domestic product at market prices","77 700",""
"1975","Switzerland","Euro per inhabitant","Gross domestic product at market prices",":",""
"1976","Switzerland","Euro per inhabitant","Gross domestic product at market prices",":",""
"1977","Switzerland","Euro per inhabitant","Gross domestic product at market prices",":",""
"1978","Switzerland","Euro per inhabitant","Gross domestic product at market prices",":",""
"1979","Switzerland","Euro per inhabitant","Gross domestic product at market prices",":",""
"1980","Switzerland","Euro per inhabitant","Gross domestic product at market prices","12 700",""
"1981","Switzerland","Euro per inhabitant","Gross domestic product at market prices","14 400",""
"1982","Switzerland","Euro per inhabitant","Gross domestic product at market prices","16 700",""
"1983","Switzerland","Euro per inhabitant","Gross domestic product at market prices","18 300",""
"1984","Switzerland","Euro per inhabitant","Gross domestic product at market prices","19 600",""
"1985","Switzerland","Euro per inhabitant","Gross domestic product at market prices","20 700",""
"1986","Switzerland","Euro per inhabitant","Gross domestic product at market prices","22 700",""
"1987","Switzerland","Euro per inhabitant","Gross domestic product at market prices","24 000",""
"1988","Switzerland","Euro per inhabitant","Gross domestic product at market prices","25 100",""
"1989","Switzerland","Euro per inhabitant","Gross domestic product at market prices","25 800",""
"1990","Switzerland","Euro per inhabitant","Gross domestic product at market prices","28 300",""
"1991","Switzerland","Euro per inhabitant","Gross domestic product at market prices","29 000",""
"1992","Switzerland","Euro per inhabitant","Gross domestic product at market prices","28 600",""
"1993","Switzerland","Euro per inhabitant","Gross domestic product at market prices","30 500",""
"1994","Switzerland","Euro per inhabitant","Gross domestic product at market prices","33 200",""
"1995","Switzerland","Euro per inhabitant","Gross domestic product at market prices","35 000",""
"1996","Switzerland","Euro per inhabitant","Gross domestic product at market prices","34 600",""
"1997","Switzerland","Euro per inhabitant","Gross domestic product at market prices","33 800",""
"1998","Switzerland","Euro per inhabitant","Gross domestic product at market prices","35 000",""
"1999","Switzerland","Euro per inhabitant","Gross domestic product at market prices","35 800",""
"2000","Switzerland","Euro per inhabitant","Gross domestic product at market prices","38 500",""
"2001","Switzerland","Euro per inhabitant","Gross domestic product at market prices","40 300",""
"2002","Switzerland","Euro per inhabitant","Gross domestic product at market prices","41 500",""
"2003","Switzerland","Euro per inhabitant","Gross domestic product at market prices","40 000",""
"2004","Switzerland","Euro per inhabitant","Gross domestic product at market prices","40 400",""
"2005","Switzerland","Euro per inhabitant","Gross domestic product at market prices","41 300",""
"2006","Switzerland","Euro per inhabitant","Gross domestic product at market prices","42 700",""
"2007","Switzerland","Euro per inhabitant","Gross domestic product at market prices","43 200",""
"2008","Switzerland","Euro per inhabitant","Gross domestic product at market prices","46 400",""
"2009","Switzerland","Euro per inhabitant","Gross domestic product at market prices","47 100",""
"2010","Switzerland","Euro per inhabitant","Gross domestic product at market prices","53 400",""
"2011","Switzerland","Euro per inhabitant","Gross domestic product at market prices","60 500",""
"2012","Switzerland","Euro per inhabitant","Gross domestic product at market prices","62 000",""
"1975","Montenegro","Euro per inhabitant","Gross domestic product at market prices",":",""
"1976","Montenegro","Euro per inhabitant","Gross domestic product at market prices",":",""
"1977","Montenegro","Euro per inhabitant","Gross domestic product at market prices",":",""
"1978","Montenegro","Euro per inhabitant","Gross domestic product at market prices",":",""
"1979","Montenegro","Euro per inhabitant","Gross domestic product at market prices",":",""
"1980","Montenegro","Euro per inhabitant","Gross domestic product at market prices",":",""
"1981","Montenegro","Euro per inhabitant","Gross domestic product at market prices",":",""
"1982","Montenegro","Euro per inhabitant","Gross domestic product at market prices",":",""
"1983","Montenegro","Euro per inhabitant","Gross domestic product at market prices",":",""
"1984","Montenegro","Euro per inhabitant","Gross domestic product at market prices",":",""
"1985","Montenegro","Euro per inhabitant","Gross domestic product at market prices",":",""
"1986","Montenegro","Euro per inhabitant","Gross domestic product at market prices",":",""
"1987","Montenegro","Euro per inhabitant","Gross domestic product at market prices",":",""
"1988","Montenegro","Euro per inhabitant","Gross domestic product at market prices",":",""
"1989","Montenegro","Euro per inhabitant","Gross domestic product at market prices",":",""
"1990","Montenegro","Euro per inhabitant","Gross domestic product at market prices",":",""
"1991","Montenegro","Euro per inhabitant","Gross domestic product at market prices",":",""
"1992","Montenegro","Euro per inhabitant","Gross domestic product at market prices",":",""
"1993","Montenegro","Euro per inhabitant","Gross domestic product at market prices",":",""
"1994","Montenegro","Euro per inhabitant","Gross domestic product at market prices",":",""
"1995","Montenegro","Euro per inhabitant","Gross domestic product at market prices",":",""
"1996","Montenegro","Euro per inhabitant","Gross domestic product at market prices",":",""
"1997","Montenegro","Euro per inhabitant","Gross domestic product at market prices",":",""
"1998","Montenegro","Euro per inhabitant","Gross domestic product at market prices",":",""
"1999","Montenegro","Euro per inhabitant","Gross domestic product at market prices",":",""
"2000","Montenegro","Euro per inhabitant","Gross domestic product at market prices",":",""
"2001","Montenegro","Euro per inhabitant","Gross domestic product at market prices",":",""
"2002","Montenegro","Euro per inhabitant","Gross domestic product at market prices",":",""
"2003","Montenegro","Euro per inhabitant","Gross domestic product at market prices",":",""
"2004","Montenegro","Euro per inhabitant","Gross domestic product at market prices",":",""
"2005","Montenegro","Euro per inhabitant","Gross domestic product at market prices",":",""
"2006","Montenegro","Euro per inhabitant","Gross domestic product at market prices",":",""
"2007","Montenegro","Euro per inhabitant","Gross domestic product at market prices",":",""
"2008","Montenegro","Euro per inhabitant","Gross domestic product at market prices",":",""
"2009","Montenegro","Euro per inhabitant","Gross domestic product at market prices",":",""
"2010","Montenegro","Euro per inhabitant","Gross domestic product at market prices",":",""
"2011","Montenegro","Euro per inhabitant","Gross domestic product at market prices",":",""
"2012","Montenegro","Euro per inhabitant","Gross domestic product at market prices",":",""
"1975","Croatia","Euro per inhabitant","Gross domestic product at market prices",":",""
"1976","Croatia","Euro per inhabitant","Gross domestic product at market prices",":",""
"1977","Croatia","Euro per inhabitant","Gross domestic product at market prices",":",""
"1978","Croatia","Euro per inhabitant","Gross domestic product at market prices",":",""
"1979","Croatia","Euro per inhabitant","Gross domestic product at market prices",":",""
"1980","Croatia","Euro per inhabitant","Gross domestic product at market prices",":",""
"1981","Croatia","Euro per inhabitant","Gross domestic product at market prices",":",""
"1982","Croatia","Euro per inhabitant","Gross domestic product at market prices",":",""
"1983","Croatia","Euro per inhabitant","Gross domestic product at market prices",":",""
"1984","Croatia","Euro per inhabitant","Gross domestic product at market prices",":",""
"1985","Croatia","Euro per inhabitant","Gross domestic product at market prices",":",""
"1986","Croatia","Euro per inhabitant","Gross domestic product at market prices",":",""
"1987","Croatia","Euro per inhabitant","Gross domestic product at market prices",":",""
"1988","Croatia","Euro per inhabitant","Gross domestic product at market prices",":",""
"1989","Croatia","Euro per inhabitant","Gross domestic product at market prices",":",""
"1990","Croatia","Euro per inhabitant","Gross domestic product at market prices",":",""
"1991","Croatia","Euro per inhabitant","Gross domestic product at market prices",":",""
"1992","Croatia","Euro per inhabitant","Gross domestic product at market prices",":",""
"1993","Croatia","Euro per inhabitant","Gross domestic product at market prices",":",""
"1994","Croatia","Euro per inhabitant","Gross domestic product at market prices",":",""
"1995","Croatia","Euro per inhabitant","Gross domestic product at market prices","3 600",""
"1996","Croatia","Euro per inhabitant","Gross domestic product at market prices","4 100",""
"1997","Croatia","Euro per inhabitant","Gross domestic product at market prices","4 500",""
"1998","Croatia","Euro per inhabitant","Gross domestic product at market prices","5 000",""
"1999","Croatia","Euro per inhabitant","Gross domestic product at market prices","4 800",""
"2000","Croatia","Euro per inhabitant","Gross domestic product at market prices","5 300",""
"2001","Croatia","Euro per inhabitant","Gross domestic product at market prices","5 800",""
"2002","Croatia","Euro per inhabitant","Gross domestic product at market prices","6 300",""
"2003","Croatia","Euro per inhabitant","Gross domestic product at market prices","6 800",""
"2004","Croatia","Euro per inhabitant","Gross domestic product at market prices","7 400",""
"2005","Croatia","Euro per inhabitant","Gross domestic product at market prices","8 100",""
"2006","Croatia","Euro per inhabitant","Gross domestic product at market prices","8 900",""
"2007","Croatia","Euro per inhabitant","Gross domestic product at market prices","9 800",""
"2008","Croatia","Euro per inhabitant","Gross domestic product at market prices","10 700",""
"2009","Croatia","Euro per inhabitant","Gross domestic product at market prices","10 100",""
"2010","Croatia","Euro per inhabitant","Gross domestic product at market prices","10 100",""
"2011","Croatia","Euro per inhabitant","Gross domestic product at market prices","10 400",""
"2012","Croatia","Euro per inhabitant","Gross domestic product at market prices","10 300",""
"1975","Serbia","Euro per inhabitant","Gross domestic product at market prices",":",""
"1976","Serbia","Euro per inhabitant","Gross domestic product at market prices",":",""
"1977","Serbia","Euro per inhabitant","Gross domestic product at market prices",":",""
"1978","Serbia","Euro per inhabitant","Gross domestic product at market prices",":",""
"1979","Serbia","Euro per inhabitant","Gross domestic product at market prices",":",""
"1980","Serbia","Euro per inhabitant","Gross domestic product at market prices",":",""
"1981","Serbia","Euro per inhabitant","Gross domestic product at market prices",":",""
"1982","Serbia","Euro per inhabitant","Gross domestic product at market prices",":",""
"1983","Serbia","Euro per inhabitant","Gross domestic product at market prices",":",""
"1984","Serbia","Euro per inhabitant","Gross domestic product at market prices",":",""
"1985","Serbia","Euro per inhabitant","Gross domestic product at market prices",":",""
"1986","Serbia","Euro per inhabitant","Gross domestic product at market prices",":",""
"1987","Serbia","Euro per inhabitant","Gross domestic product at market prices",":",""
"1988","Serbia","Euro per inhabitant","Gross domestic product at market prices",":",""
"1989","Serbia","Euro per inhabitant","Gross domestic product at market prices",":",""
"1990","Serbia","Euro per inhabitant","Gross domestic product at market prices",":",""
"1991","Serbia","Euro per inhabitant","Gross domestic product at market prices",":",""
"1992","Serbia","Euro per inhabitant","Gross domestic product at market prices",":",""
"1993","Serbia","Euro per inhabitant","Gross domestic product at market prices",":",""
"1994","Serbia","Euro per inhabitant","Gross domestic product at market prices",":",""
"1995","Serbia","Euro per inhabitant","Gross domestic product at market prices",":",""
"1996","Serbia","Euro per inhabitant","Gross domestic product at market prices",":",""
"1997","Serbia","Euro per inhabitant","Gross domestic product at market prices",":",""
"1998","Serbia","Euro per inhabitant","Gross domestic product at market prices",":",""
"1999","Serbia","Euro per inhabitant","Gross domestic product at market prices",":",""
"2000","Serbia","Euro per inhabitant","Gross domestic product at market prices",":",""
"2001","Serbia","Euro per inhabitant","Gross domestic product at market prices",":",""
"2002","Serbia","Euro per inhabitant","Gross domestic product at market prices","2 100",""
"2003","Serbia","Euro per inhabitant","Gross domestic product at market prices","2 300",""
"2004","Serbia","Euro per inhabitant","Gross domestic product at market prices","2 500",""
"2005","Serbia","Euro per inhabitant","Gross domestic product at market prices","2 700",""
"2006","Serbia","Euro per inhabitant","Gross domestic product at market prices","3 100",""
"2007","Serbia","Euro per inhabitant","Gross domestic product at market prices","3 900",""
"2008","Serbia","Euro per inhabitant","Gross domestic product at market prices","4 400",""
"2009","Serbia","Euro per inhabitant","Gross domestic product at market prices","4 000",""
"2010","Serbia","Euro per inhabitant","Gross domestic product at market prices","3 800",""
"2011","Serbia","Euro per inhabitant","Gross domestic product at market prices","4 300",""
"2012","Serbia","Euro per inhabitant","Gross domestic product at market prices",":",""
"1975","Turkey","Euro per inhabitant","Gross domestic product at market prices",":",""
"1976","Turkey","Euro per inhabitant","Gross domestic product at market prices",":",""
"1977","Turkey","Euro per inhabitant","Gross domestic product at market prices",":",""
"1978","Turkey","Euro per inhabitant","Gross domestic product at market prices",":",""
"1979","Turkey","Euro per inhabitant","Gross domestic product at market prices",":",""
"1980","Turkey","Euro per inhabitant","Gross domestic product at market prices","1 200",""
"1981","Turkey","Euro per inhabitant","Gross domestic product at market prices","1 400",""
"1982","Turkey","Euro per inhabitant","Gross domestic product at market prices","1 400",""
"1983","Turkey","Euro per inhabitant","Gross domestic product at market prices","1 600",""
"1984","Turkey","Euro per inhabitant","Gross domestic product at market prices","1 700",""
"1985","Turkey","Euro per inhabitant","Gross domestic product at market prices","1 500",""
"1986","Turkey","Euro per inhabitant","Gross domestic product at market prices","1 400",""
"1987","Turkey","Euro per inhabitant","Gross domestic product at market prices","1 300",""
"1988","Turkey","Euro per inhabitant","Gross domestic product at market prices","1 500",""
"1989","Turkey","Euro per inhabitant","Gross domestic product at market prices","1 700",""
"1990","Turkey","Euro per inhabitant","Gross domestic product at market prices","2 100",""
"1991","Turkey","Euro per inhabitant","Gross domestic product at market prices","2 200",""
"1992","Turkey","Euro per inhabitant","Gross domestic product at market prices","2 100",""
"1993","Turkey","Euro per inhabitant","Gross domestic product at market prices","2 700",""
"1994","Turkey","Euro per inhabitant","Gross domestic product at market prices","1 900",""
"1995","Turkey","Euro per inhabitant","Gross domestic product at market prices","2 200",""
"1996","Turkey","Euro per inhabitant","Gross domestic product at market prices","2 400",""
"1997","Turkey","Euro per inhabitant","Gross domestic product at market prices","2 700",""
"1998","Turkey","Euro per inhabitant","Gross domestic product at market prices","3 800",""
"1999","Turkey","Euro per inhabitant","Gross domestic product at market prices","3 700",""
"2000","Turkey","Euro per inhabitant","Gross domestic product at market prices","4 500",""
"2001","Turkey","Euro per inhabitant","Gross domestic product at market prices","3 300",""
"2002","Turkey","Euro per inhabitant","Gross domestic product at market prices","3 700",""
"2003","Turkey","Euro per inhabitant","Gross domestic product at market prices","4 000",""
"2004","Turkey","Euro per inhabitant","Gross domestic product at market prices","4 600",""
"2005","Turkey","Euro per inhabitant","Gross domestic product at market prices","5 600",""
"2006","Turkey","Euro per inhabitant","Gross domestic product at market prices","6 000",""
"2007","Turkey","Euro per inhabitant","Gross domestic product at market prices","6 700",""
"2008","Turkey","Euro per inhabitant","Gross domestic product at market prices","7 000",""
"2009","Turkey","Euro per inhabitant","Gross domestic product at market prices","6 100",""
"2010","Turkey","Euro per inhabitant","Gross domestic product at market prices","7 500",""
"2011","Turkey","Euro per inhabitant","Gross domestic product at market prices","7 500",""
"2012","Turkey","Euro per inhabitant","Gross domestic product at market prices",":",""
